Time (Seconds),ROI 5,ROI 15,ROI 43,ROI 57,ROI 80
331,0.4847,0.353177,0.31886800000000004,0.720653537808859,0.26395100000000005
332,0.470441,0.37103,0.31723199999999996,0.713618392361991,0.26167799999999997
333,0.46237400000000006,0.365963,0.319214,0.7027788456133219,0.25871600000000006
334,0.462456,0.356435,0.30936700000000006,0.688575168763724,0.26686200000000004
335,0.482847,0.335096,0.309245,0.672380766349977,0.269687
336,0.480495,0.317685,0.311681,0.6653944508554079,0.258567
337,0.468124,0.310626,0.31078000000000006,0.655647482002387,0.25068500000000005
338,0.44779900000000006,0.310596,0.31119600000000003,0.6370048439577809,0.233413
339,0.44861799999999996,0.299312,0.323549,0.6391815643922361,0.23372800000000002
340,0.437967,0.310213,0.32975600000000005,0.6295452590987349,0.228085
341,0.44417000000000006,0.33131700000000003,0.339565,0.62083282058277,0.21204200000000004
342,0.428319,0.34171199999999996,0.34918000000000005,0.613797355009811,0.203802
343,0.428284,0.371975,0.369104,0.5861365465445101,0.19382200000000002
344,0.40705900000000006,0.40653,0.39429800000000004,0.57601581864494,0.19519500000000004
345,0.411276,0.43480900000000006,0.3856010000000001,0.56346552131208,0.180109
346,0.40661100000000006,0.47686999999999996,0.4025000000000001,0.5507627591514721,0.17419000000000004
347,0.41554900000000006,0.505892,0.40770800000000007,0.554812500742287,0.175198
348,0.41922000000000004,0.5321560000000001,0.43318200000000007,0.5357049134977689,0.174972
349,0.421512,0.5424519999999999,0.46081800000000006,0.5254158838122771,0.170554
350,0.451956,0.5614760000000001,0.49597500000000005,0.527062947604249,0.17087
351,0.468526,0.5773950000000001,0.511174,0.5054796599533149,0.16986500000000002
352,0.478892,0.5915410000000001,0.5332910000000001,0.509585631830396,0.180831
353,0.496363,0.6075809999999999,0.574088,0.5059141235109741,0.176926
354,0.536676,0.6099220000000001,0.60482,0.516081710579368,0.18013700000000002
355,0.537548,0.6212930000000001,0.6269330000000001,0.523298578411685,0.178337
356,0.547555,0.619936,0.645951,0.5232205826629679,0.179279
357,0.57348,0.618843,0.655764,0.5246256000076439,0.178822
358,0.5828760000000001,0.621138,0.671073,0.5245796254962329,0.17574900000000002
359,0.605196,0.6204400000000001,0.68017,0.5191418390384419,0.18094400000000002
360,0.624649,0.617157,0.6952170000000001,0.499236817491492,0.192018
361,0.63561,0.6081080000000001,0.679752,0.509772303451659,0.19304800000000003
362,0.638481,0.601054,0.677425,0.5000347140095389,0.197483
363,0.639925,0.601132,0.6851320000000001,0.510753109356826,0.219786
364,0.6370520000000001,0.5920209999999999,0.689215,0.48530089479421695,0.216423
